Id,neighborhood,larger_neighborhood,Name, Population,Median Household Income,Median Home Value,Percent Bachelors Degree,Median Rent,Percent Public Transportation to Work,Percent White Non-Hispanic, Housing Units,Percent Renter Occupied,Percent Occupied Structure w 3-4 Units,Percent Occupied Structure w 5+ Units,Percent Households w 3 Vehicles,Percent Households w 4+ Vehicles,"Percent Families, Married w Children Under 18", Total Households,Year,tract_id,median_houseprice_with_imputation,median_rent_with_imputation,median_income_by_year,median_housevalue_by_year,median_income_40th_perc_by_year,median_housevalue_40th_perc_by_year,Education_Attainment_Bachelors_Degree,increase_in_edu_attainment,increase_in_edu_attainment_top_3rd_percentile_by_year,increase_in_median_housevalue,increase_in_housevalue_top_3rd_percentile_by_year,def_1,median_income_40_percent_by_year,increase_in_median_rent,median_of_increase_in_rent_by_year,housevalue_distribution_current_year,housevalue_distribution_past_year,def_2,workers_taking_transit,increase_in_workers_taking_transit,dwelling_units_with_5+_units,increase_in_dwelling_units_with_5_plus_units,dwelling_units_with_3-4_units,increase_in_dwelling_units_with_3_4_units,renter_occupied,increase_in_renter_occupied,households_with_3_plus_cars,decrease_in_households_with_3_plus_cars,married_couples_with_children,decrease_in_households_with_children,non_hispanic_whites,decrease_in_non_hispanic_whites,def3
530330053023,Laurelhurst,North Seattle,BG0053023,2771,87500,95000,0,1125,10.12,57.96,3,50,0,100,50,0,0,610,2011,5303300530,95000,1125,70159.5,424378.5,62588.2,392782.6,0,[0],7,[0],3192.56,NotEligibleForGentrification,28063.8,[0],6,bottomHalf,bottomHalf,NotCurrentlyGentrifying,280,FALSE,3,FALSE,0,FALSE,2,FALSE,305,FALSE,0,FALSE,1606,TRUE,NotInDangerOfGentrifying
530330054001,Wallingford,North Seattle,BG0054001,1114,107656,514851,51.76,929,23.51,83.84,513,41.99,8.38,9.75,5.88,1.01,38.31,591,2011,5303300540,514851,929,70159.5,424378.5,62588.2,392782.6,577,[-4],7,[288],3192.56,NotEligibleForGentrification,28063.8,[10],6,topHalf,topHalf,NotCurrentlyGentrifying,262,TRUE,50,FALSE,43,FALSE,215,FALSE,41,TRUE,226,TRUE,934,TRUE,NotInDangerOfGentrifying
530330054002,Fremont,North Seattle,BG0054002,1321,79899,430374,31.54,1051,10.62,82.44,844,61.53,9.48,54.15,6.09,0.91,11.95,609,2011,5303300540,430374,1051,70159.5,424378.5,62588.2,392782.6,417,[4],7,[3487],3192.56,NotEligibleForGentrification,28063.8,[13],6,topHalf,topHalf,NotCurrentlyGentrifying,140,TRUE,457,FALSE,80,TRUE,519,TRUE,43,FALSE,73,FALSE,1089,TRUE,NotInDangerOfGentrifying
530330054003,Fremont,North Seattle,BG0054003,1300,71382,409434,52.7,1135,15.23,77.38,713,67.28,5.47,47.12,5.96,0.76,10.24,594,2011,5303300540,409434,1135,70159.5,424378.5,62588.2,392782.6,685,[10],7,[3665],3192.56,HaveGentrified,28063.8,[2],6,bottomHalf,bottomHalf,NotCurrentlyGentrifying,198,TRUE,336,TRUE,39,TRUE,480,TRUE,40,TRUE,61,TRUE,1006,FALSE,InDangerOfGentrifying
530330054004,Fremont,North Seattle,BG0054004,1265,64307,453247,45.71,1002,40.68,77.31,774,60.17,8.4,52.45,5.99,0.7,18.34,606,2011,5303300540,453247,1002,70159.5,424378.5,62588.2,392782.6,578,[15],7,[3914],3192.56,HaveGentrified,28063.8,[10],6,topHalf,topHalf,NotCurrentlyGentrifying,515,TRUE,406,TRUE,65,TRUE,466,TRUE,40,FALSE,111,FALSE,978,FALSE,NotInDangerOfGentrifying
530330056001,Magnolia,Magnolia,BG0056001,1237,154425,663810,42.16,1750,10.63,89.01,556,5.92,0,0,9.35,7.25,36.01,595,2011,5303300560,663810,1750,70159.5,424378.5,62588.2,392782.6,522,[-4],7,[1310],3192.56,NotEligibleForGentrification,28063.8,[0],6,topHalf,topHalf,NotCurrentlyGentrifying,131,TRUE,0,FALSE,0,FALSE,33,FALSE,99,FALSE,214,FALSE,1101,TRUE,NotInDangerOfGentrifying
530330056002,Magnolia,Magnolia,BG0056002,1305,153571,989458,40.17,1597,5.18,89.89,553,20.19,0,0,9.23,7.12,43.3,584,2011,5303300560,989458,1597,70159.5,424378.5,62588.2,392782.6,524,[13],7,[260],3192.56,NotEligibleForGentrification,28063.8,[3],6,topHalf,topHalf,NotCurrentlyGentrifying,68,TRUE,0,FALSE,0,FALSE,112,TRUE,96,TRUE,253,TRUE,1173,FALSE,NotInDangerOfGentrifying
530330056003,Magnolia,Magnolia,BG0056003,1277,133500,882075,43.11,1910,7.96,90.45,544,13.2,0,0,9.4,7.2,48.32,585,2011,5303300560,882075,1910,70159.5,424378.5,62588.2,392782.6,551,[-5],7,[2445],3192.56,NotEligibleForGentrification,28063.8,[0],6,topHalf,topHalf,NotCurrentlyGentrifying,102,TRUE,0,FALSE,0,FALSE,72,TRUE,97,TRUE,283,TRUE,1155,TRUE,InDangerOfGentrifying
530330056004,Magnolia,Magnolia,BG0056004,1194,163200,858553,45.05,2000,8.35,86.77,520,11.32,0,0,9.47,7.2,25.07,584,2011,5303300560,858553,2000,70159.5,424378.5,62588.2,392782.6,538,[-2],7,[944],3192.56,NotEligibleForGentrification,28063.8,[0],6,topHalf,topHalf,NotCurrentlyGentrifying,100,TRUE,0,FALSE,0,FALSE,59,FALSE,97,TRUE,146,TRUE,1036,TRUE,NotInDangerOfGentrifying
530330056005,Magnolia,Magnolia,BG0056005,1396,136280,726887,36.82,1594,6.82,86.68,600,4.59,0,0,9.17,7.23,34.31,600,2011,5303300560,726887,1594,70159.5,424378.5,62588.2,392782.6,514,[15],7,[536],3192.56,NotEligibleForGentrification,28063.8,[0],6,topHalf,topHalf,NotCurrentlyGentrifying,95,TRUE,0,FALSE,0,FALSE,28,FALSE,98,FALSE,206,FALSE,1210,FALSE,NotInDangerOfGentrifying
530330057001,Magnolia,Magnolia,BG0057001,480,111538,1000000,23.06,1026,21.01,82.5,213,26.6,0,0,8.51,3.72,33.96,584,2011,5303300570,1000000,1026,70159.5,424378.5,62588.2,392782.6,111,[-1],7,[0],3192.56,NotEligibleForGentrification,28063.8,[12],6,topHalf,topHalf,NotCurrentlyGentrifying,101,TRUE,0,FALSE,0,FALSE,57,TRUE,72,FALSE,198,TRUE,396,TRUE,InDangerOfGentrifying
530330057002,Magnolia,Magnolia,BG0057002,1186,113492,623503,37.19,768,8.6,85.5,499,21.04,0,13.03,8.33,3.33,29.02,587,2011,5303300570,623503,768,70159.5,424378.5,62588.2,392782.6,441,[11],7,[2314],3192.56,NotEligibleForGentrification,28063.8,[14],6,topHalf,topHalf,NotCurrentlyGentrifying,102,TRUE,65,TRUE,0,FALSE,105,TRUE,69,TRUE,170,FALSE,1014,FALSE,NotInDangerOfGentrifying
530330057003,Magnolia,Magnolia,BG0057003,903,85000,614000,43.24,655,3.66,84.83,419,26.26,0,17.18,8.33,3.54,56.76,587,2011,5303300570,614000,655,70159.5,424378.5,62588.2,392782.6,390,[0],7,[3000],3192.56,NotEligibleForGentrification,28063.8,[1],6,topHalf,topHalf,NotCurrentlyGentrifying,33,FALSE,72,FALSE,0,FALSE,110,FALSE,70,FALSE,333,FALSE,766,TRUE,NotInDangerOfGentrifying
530330057004,Magnolia,Magnolia,BG0057004,1208,84455,482114,38.8,813,18.59,77.9,513,31.42,0,16.96,8.21,3.49,36.11,594,2011,5303300570,482114,813,70159.5,424378.5,62588.2,392782.6,469,[12],7,[1535],3192.56,NotEligibleForGentrification,28063.8,[8],6,topHalf,topHalf,NotCurrentlyGentrifying,225,TRUE,87,FALSE,0,FALSE,161,TRUE,70,FALSE,214,FALSE,941,FALSE,NotInDangerOfGentrifying
530330057005,Interbay,Downtown,BG0057005,1024,104098,480000,48.67,1069,18.4,83.01,573,17.97,0,11.52,8.4,3.71,39.46,578,2011,5303300570,480000,1069,70159.5,424378.5,62588.2,392782.6,498,[2],7,[1642],3192.56,NotEligibleForGentrification,28063.8,[6],6,topHalf,topHalf,NotCurrentlyGentrifying,188,TRUE,66,FALSE,0,FALSE,103,FALSE,70,FALSE,228,TRUE,850,TRUE,NotInDangerOfGentrifying
530330057006,Magnolia,Magnolia,BG0057006,1278,73232,472535,41.74,777,22.65,80.28,716,36.86,0,36.73,8.16,3.63,40.61,577,2011,5303300570,472535,777,70159.5,424378.5,62588.2,392782.6,533,[17],7,[2031],3192.56,NotEligibleForGentrification,28063.8,[8],6,topHalf,topHalf,NotCurrentlyGentrifying,289,TRUE,263,TRUE,0,FALSE,264,TRUE,68,TRUE,234,TRUE,1026,FALSE,NotInDangerOfGentrifying
530330058011,Magnolia,Magnolia,BG0058011,1153,59926,382911,46.18,968,20.08,76.67,588,59.38,10.71,15.82,8.64,1.47,49.21,592,2011,5303300580,382911,968,70159.5,424378.5,62588.2,392782.6,532,[11],7,[4065],3192.56,EligibleForGentrification,28063.8,[7],6,bottomHalf,bottomHalf,NotCurrentlyGentrifying,232,TRUE,93,FALSE,63,TRUE,349,TRUE,60,FALSE,291,FALSE,884,FALSE,NotInDangerOfGentrifying
530330058012,Magnolia,Magnolia,BG0058012,1375,59843,454545,39.96,1044,19.24,81.6,885,65.94,8.47,74.24,8.83,1.54,23.15,591,2011,5303300580,454545,1044,70159.5,424378.5,62588.2,392782.6,549,[1],7,[36363],3192.56,NotEligibleForGentrification,28063.8,[5],6,topHalf,bottomHalf,HaveGentrified,265,TRUE,657,FALSE,75,TRUE,584,FALSE,61,FALSE,137,FALSE,1122,TRUE,NotInDangerOfGentrifying
530330058013,Interbay,Downtown,BG0058013,1153,77703,407813,42.31,923,18.62,78.84,678,31.45,2.8,54.28,8.71,1.45,12.45,581,2011,5303300580,407813,923,70159.5,424378.5,62588.2,392782.6,488,[0],7,[9375],3192.56,NotEligibleForGentrification,28063.8,[3],6,bottomHalf,bottomHalf,NotCurrentlyGentrifying,215,TRUE,368,FALSE,19,TRUE,213,FALSE,59,FALSE,72,TRUE,909,TRUE,NotInDangerOfGentrifying
530330058014,Interbay,Downtown,BG0058014,1082,58019,498718,29.69,823,16.32,78.56,624,80.94,2.4,60.26,8.74,1.4,40.61,574,2011,5303300580,498718,823,70159.5,424378.5,62588.2,392782.6,321,[6],7,[1282],3192.56,NotEligibleForGentrification,28063.8,[7],6,topHalf,topHalf,NotCurrentlyGentrifying,177,TRUE,376,TRUE,15,FALSE,505,TRUE,58,TRUE,233,TRUE,850,FALSE,NotInDangerOfGentrifying
530330058021,Magnolia,Magnolia,BG0058021,1481,73899,570175,49.79,927,15.96,77.04,770,48.81,10.65,28.57,2.8,1.26,26.54,577,2011,5303300580,570175,927,70159.5,424378.5,62588.2,392782.6,737,[-4],7,[3655],3192.56,NotEligibleForGentrification,28063.8,[4],6,topHalf,topHalf,NotCurrentlyGentrifying,236,TRUE,220,FALSE,82,FALSE,376,FALSE,23,FALSE,153,TRUE,1141,TRUE,NotInDangerOfGentrifying
530330058022,Lower Queen Anne,Queen Anne,BG0058022,1545,65187,410759,34.65,932,29.38,79.22,1050,59.64,16.86,58.67,2.73,1.15,14.66,585,2011,5303300580,410759,932,70159.5,424378.5,62588.2,392782.6,535,[11],7,[8092],3192.56,HaveGentrified,28063.8,[23],6,bottomHalf,bottomHalf,NotCurrentlyGentrifying,454,TRUE,616,TRUE,177,TRUE,626,TRUE,23,FALSE,86,FALSE,1224,FALSE,NotInDangerOfGentrifying
530330058023,Magnolia,Magnolia,BG0058023,2065,73742,485345,34.37,832,17.94,71.19,922,57.39,9.87,55.97,2.82,1.29,27.96,567,2011,5303300580,485345,832,70159.5,424378.5,62588.2,392782.6,710,[8],7,[6398],3192.56,HaveGentrified,28063.8,[9],6,topHalf,topHalf,NotCurrentlyGentrifying,370,TRUE,516,TRUE,91,TRUE,529,TRUE,23,FALSE,159,TRUE,1470,FALSE,NotInDangerOfGentrifying
530330059001,Interbay,Downtown,BG0059001,1660,58198,360345,29.51,869,13.99,78.92,806,64.95,11.29,56.82,8.39,2.84,8.98,584,2011,5303300590,360345,869,70159.5,424378.5,62588.2,392782.6,490,[9],7,[6897],3192.56,EligibleForGentrification,28063.8,[6],6,bottomHalf,bottomHalf,NotCurrentlyGentrifying,232,TRUE,458,FALSE,91,TRUE,523,TRUE,66,FALSE,52,FALSE,1310,FALSE,NotInDangerOfGentrifying
530330059002,Queen Anne,Queen Anne,BG0059002,1323,123485,659970,33.97,1091,15.53,86.02,561,28.01,1.25,9.45,8.46,3.01,37.5,575,2011,5303300590,659970,1091,70159.5,424378.5,62588.2,392782.6,449,[2],7,[3165],3192.56,NotEligibleForGentrification,28063.8,[6],6,topHalf,topHalf,NotCurrentlyGentrifying,205,TRUE,53,FALSE,7,FALSE,157,FALSE,66,FALSE,216,FALSE,1138,TRUE,NotInDangerOfGentrifying
530330059003,Queen Anne,Queen Anne,BG0059003,1268,73897,575000,60,1141,15.92,80.91,192,58.28,24.48,0,8.59,3.07,25,582,2011,5303300590,575000,1141,70159.5,424378.5,62588.2,392782.6,761,[-7],7,[6250],3192.56,NotEligibleForGentrification,28063.8,[3],6,topHalf,topHalf,NotCurrentlyGentrifying,202,TRUE,0,FALSE,47,FALSE,112,FALSE,68,FALSE,146,FALSE,1026,TRUE,NotInDangerOfGentrifying
530330059004,West Queen Anne,Queen Anne,BG0059004,1426,102532,688281,24.35,965,23.1,86.82,674,27.57,9.05,9.94,8.57,2.96,40.18,564,2011,5303300590,688281,965,70159.5,424378.5,62588.2,392782.6,347,[2],7,[4687],3192.56,NotEligibleForGentrification,28063.8,[6],6,topHalf,topHalf,NotCurrentlyGentrifying,329,TRUE,67,FALSE,61,TRUE,186,FALSE,65,FALSE,227,TRUE,1238,TRUE,NotInDangerOfGentrifying
530330059005,West Queen Anne,Queen Anne,BG0059005,1167,109073,595541,41.23,1197,9.16,83.29,504,35.55,11.71,6.75,8.52,2.91,44.61,566,2011,5303300590,595541,1197,70159.5,424378.5,62588.2,392782.6,481,[5],7,[2404],3192.56,NotEligibleForGentrification,28063.8,[8],6,topHalf,topHalf,NotCurrentlyGentrifying,107,TRUE,34,FALSE,59,TRUE,179,TRUE,64,TRUE,252,TRUE,972,FALSE,NotInDangerOfGentrifying
530330060001,Westlake,Downtown,BG0060001,1446,79533,592233,32.88,1167,25.52,81.12,1058,64.36,12.67,76.75,6.59,0,3.49,568,2011,5303300600,592233,1167,70159.5,424378.5,62588.2,392782.6,475,[11],7,[3998],3192.56,HaveGentrified,28063.8,[5],6,topHalf,topHalf,NotCurrentlyGentrifying,369,TRUE,812,TRUE,134,TRUE,681,TRUE,37,FALSE,20,FALSE,1173,FALSE,NotInDangerOfGentrifying
530330060002,Queen Anne,Queen Anne,BG0060002,1317,96939,630984,50.35,1008,11.97,85.04,540,24.51,2.22,11.48,6.67,0,50.18,572,2011,5303300600,630984,1008,70159.5,424378.5,62588.2,392782.6,663,[-4],7,[3338],3192.56,NotEligibleForGentrification,28063.8,[11],6,topHalf,topHalf,NotCurrentlyGentrifying,158,TRUE,62,FALSE,12,FALSE,132,FALSE,38,FALSE,287,FALSE,1120,TRUE,NotInDangerOfGentrifying
530330060003,Queen Anne,Queen Anne,BG0060003,1243,106757,641497,50.74,936,19.53,86.48,540,25.19,4.44,14.26,6.54,0,56.71,577,2011,5303300600,641497,936,70159.5,424378.5,62588.2,392782.6,631,[12],7,[2248],3192.56,NotEligibleForGentrification,28063.8,[2],6,topHalf,topHalf,NotCurrentlyGentrifying,243,TRUE,77,FALSE,24,TRUE,136,TRUE,38,FALSE,327,FALSE,1075,FALSE,NotInDangerOfGentrifying
530330060004,Queen Anne,Queen Anne,BG0060004,1210,54980,551190,47.75,968,6.65,80.74,632,71.06,8.54,56.96,6.41,0,23.12,575,2011,5303300600,551190,968,70159.5,424378.5,62588.2,392782.6,578,[13],7,[1433],3192.56,NotEligibleForGentrification,28063.8,[8],6,topHalf,topHalf,NotCurrentlyGentrifying,80,TRUE,360,TRUE,54,TRUE,449,TRUE,37,FALSE,133,FALSE,977,FALSE,NotInDangerOfGentrifying
530330061001,Eastlake,Downtown,BG0061001,1211,107908,651042,52.43,1075,20.88,85.63,679,44.48,12.96,36.97,2.72,0.8,18.06,557,2011,5303300610,651042,1075,70159.5,424378.5,62588.2,392782.6,635,[0],7,[4167],3192.56,NotEligibleForGentrification,28063.8,[6],6,topHalf,topHalf,NotCurrentlyGentrifying,253,TRUE,251,FALSE,88,FALSE,302,FALSE,19,FALSE,101,TRUE,1037,TRUE,NotInDangerOfGentrifying
530330061002,North Capitol Hill,Capitol Hill,BG0061002,1125,96128,737654,44.63,967,13.03,79.91,613,36.64,2.77,35.89,2.65,0.71,20.96,573,2011,5303300610,737654,967,70159.5,424378.5,62588.2,392782.6,502,[14],7,[8224],3192.56,HaveGentrified,28063.8,[3],6,topHalf,topHalf,NotCurrentlyGentrifying,147,TRUE,220,TRUE,17,FALSE,225,TRUE,19,FALSE,120,FALSE,899,FALSE,NotInDangerOfGentrifying
530330061003,Eastlake,Downtown,BG0061003,1311,69934,442925,52.12,998,30.2,81.16,995,67.35,3.32,67.54,2.75,0.8,0,573,2011,5303300610,442925,998,70159.5,424378.5,62588.2,392782.6,683,[-5],7,[1804],3192.56,NotEligibleForGentrification,28063.8,[10],6,topHalf,topHalf,NotCurrentlyGentrifying,396,TRUE,672,FALSE,33,TRUE,670,FALSE,21,FALSE,0,FALSE,1064,TRUE,NotInDangerOfGentrifying
530330061004,North Capitol Hill,Capitol Hill,BG0061004,1181,57108,791667,37.19,906,17.59,84.5,822,74.07,21.05,49.03,2.74,0.69,0,558,2011,5303300610,791667,906,70159.5,424378.5,62588.2,392782.6,439,[10],7,[7576],3192.56,HaveGentrified,28063.8,[2],6,topHalf,topHalf,NotCurrentlyGentrifying,208,TRUE,403,TRUE,173,TRUE,609,TRUE,19,TRUE,0,FALSE,998,FALSE,InDangerOfGentrifying
530330062001,Capitol Hill,Capitol Hill,BG0062001,1367,141667,696250,36.6,1635,16.06,80.18,592,6.88,0,0.51,15.4,2.36,46.48,559,2011,5303300620,696250,1635,70159.5,424378.5,62588.2,392782.6,500,[2],7,[1875],3192.56,NotEligibleForGentrification,28063.8,[0],6,topHalf,topHalf,NotCurrentlyGentrifying,220,TRUE,3,FALSE,0,FALSE,41,FALSE,99,TRUE,260,TRUE,1096,TRUE,NotInDangerOfGentrifying
530330062002,Montlake,Capitol Hill,BG0062002,1505,126786,707126,41.38,2000,20.83,84.92,594,12.5,0,1.01,15.32,2.11,34.78,565,2011,5303300620,707126,2000,70159.5,424378.5,62588.2,392782.6,623,[17],7,[845],3192.56,NotEligibleForGentrification,28063.8,[0],6,topHalf,topHalf,NotCurrentlyGentrifying,313,TRUE,6,FALSE,0,FALSE,74,TRUE,99,FALSE,197,FALSE,1278,FALSE,NotInDangerOfGentrifying
530330062003,North Capitol Hill,Capitol Hill,BG0062003,1032,177326,908582,33.47,1574,17.76,84.79,430,16.14,0,11.4,15.66,2.17,37.32,563,2011,5303300620,908582,1574,70159.5,424378.5,62588.2,392782.6,345,[12],7,[-509],3192.56,NotEligibleForGentrification,28063.8,[27],6,topHalf,topHalf,NotCurrentlyGentrifying,183,TRUE,49,FALSE,0,FALSE,69,TRUE,100,FALSE,210,FALSE,875,FALSE,NotInDangerOfGentrifying
530330063001,Madison Park,Capitol Hill,BG0063001,1274,71585,498661,44.79,1132,13.99,87.44,935,61.92,6.2,74.65,14.72,2.68,24.42,554,2011,5303300630,498661,1132,70159.5,424378.5,62588.2,392782.6,571,[0],7,[2170],3192.56,NotEligibleForGentrification,28063.8,[3],6,topHalf,topHalf,NotCurrentlyGentrifying,178,TRUE,698,FALSE,58,TRUE,579,FALSE,97,FALSE,135,TRUE,1114,TRUE,NotInDangerOfGentrifying
530330063002,Capitol Hill,Capitol Hill,BG0063002,1352,115039,916667,41.3,1395,4.33,92.9,767,32.84,0,52.41,14.56,2.53,53.29,568,2011,5303300630,916667,1395,70159.5,424378.5,62588.2,392782.6,558,[17],7,[7420],3192.56,HaveGentrified,28063.8,[2],6,topHalf,topHalf,NotCurrentlyGentrifying,59,TRUE,402,TRUE,0,FALSE,252,TRUE,97,FALSE,303,FALSE,1256,FALSE,NotInDangerOfGentrifying
530330063003,Capitol Hill,Capitol Hill,BG0063003,1071,136500,1000000,44.08,1129,5.3,87.77,546,18.89,1.65,21.79,14.58,2.67,45.02,567,2011,5303300630,1000000,1129,70159.5,424378.5,62588.2,392782.6,472,[-4],7,[0],3192.56,NotEligibleForGentrification,28063.8,[4],6,topHalf,topHalf,NotCurrentlyGentrifying,57,TRUE,119,FALSE,9,FALSE,103,FALSE,98,FALSE,255,FALSE,940,TRUE,NotInDangerOfGentrifying
530330063004,Capitol Hill,Capitol Hill,BG0063004,1279,118438,973323,44.56,945,6.38,89.37,584,11.59,0,2.74,14.58,2.62,32.99,567,2011,5303300630,973323,945,70159.5,424378.5,62588.2,392782.6,570,[-3],7,[-162],3192.56,NotEligibleForGentrification,28063.8,[-5],6,topHalf,topHalf,NotCurrentlyGentrifying,82,TRUE,16,FALSE,0,FALSE,68,TRUE,98,FALSE,187,FALSE,1143,TRUE,NotInDangerOfGentrifying
530330064001,Capitol Hill,Capitol Hill,BG0064001,1049,129899,717466,42.84,924,16.87,76.36,465,14.99,0,3.23,12.53,4.25,38.86,567,2011,5303300640,717466,924,70159.5,424378.5,62588.2,392782.6,449,[11],7,[2431],3192.56,NotEligibleForGentrification,28063.8,[-3],6,topHalf,topHalf,NotCurrentlyGentrifying,177,TRUE,15,FALSE,0,FALSE,70,TRUE,95,FALSE,220,FALSE,801,FALSE,NotInDangerOfGentrifying
530330064002,North Capitol Hill,Capitol Hill,BG0064002,985,136250,1000000,24.96,1200,14.87,89.14,385,48.6,5.71,20.78,12.57,4.19,54.94,567,2011,5303300640,1000000,1200,70159.5,424378.5,62588.2,392782.6,246,[0],7,[0],3192.56,NotEligibleForGentrification,28063.8,[3],6,topHalf,topHalf,NotCurrentlyGentrifying,146,TRUE,80,TRUE,22,TRUE,187,FALSE,95,FALSE,312,FALSE,878,TRUE,NotInDangerOfGentrifying
530330064003,Capitol Hill,Capitol Hill,BG0064003,1220,140079,872706,29.73,902,15.58,86.89,474,20.13,4.22,7.6,12.39,4.42,35.22,565,2011,5303300640,872706,902,70159.5,424378.5,62588.2,392782.6,363,[11],7,[42],3192.56,NotEligibleForGentrification,28063.8,[-1],6,topHalf,topHalf,NotCurrentlyGentrifying,190,TRUE,36,FALSE,20,TRUE,95,TRUE,95,FALSE,199,FALSE,1060,FALSE,NotInDangerOfGentrifying
530330065001,North Capitol Hill,Capitol Hill,BG0065001,1124,137500,858025,38.91,760,6.91,87.37,541,18.88,6.47,11.46,5.02,1.2,39.56,558,2011,5303300650,858025,760,70159.5,424378.5,62588.2,392782.6,437,[6],7,[1893],3192.56,NotEligibleForGentrification,28063.8,[10],6,topHalf,topHalf,NotCurrentlyGentrifying,78,TRUE,62,FALSE,35,TRUE,102,TRUE,35,FALSE,221,FALSE,982,FALSE,NotInDangerOfGentrifying
530330065002,North Capitol Hill,Capitol Hill,BG0065002,1493,70602,432051,39.7,940,25.13,81.92,1069,59.74,1.31,71.94,5.11,1.17,26.07,552,2011,5303300650,432051,940,70159.5,424378.5,62588.2,392782.6,593,[3],7,[5769],3192.56,NotEligibleForGentrification,28063.8,[5],6,topHalf,topHalf,NotCurrentlyGentrifying,375,TRUE,769,FALSE,14,FALSE,639,TRUE,34,TRUE,144,TRUE,1223,TRUE,InDangerOfGentrifying
530330065003,North Capitol Hill,Capitol Hill,BG0065003,1542,75000,439286,44.66,971,20.56,85.93,910,65.57,7.8,61.98,5.19,1.42,30.12,549,2011,5303300650,439286,971,70159.5,424378.5,62588.2,392782.6,689,[-7],7,[12500],3192.56,NotEligibleForGentrification,28063.8,[8],6,topHalf,topHalf,NotCurrentlyGentrifying,317,TRUE,564,FALSE,71,TRUE,597,FALSE,36,TRUE,165,TRUE,1325,TRUE,NotInDangerOfGentrifying
530330066001,North Capitol Hill,Capitol Hill,BG0066001,1776,75070,572368,44.31,989,14.26,73.48,1118,64.32,6.71,64.49,3.51,0,0.43,550,2011,5303300660,572368,989,70159.5,424378.5,62588.2,392782.6,787,[-4],7,[3947],3192.56,NotEligibleForGentrification,28063.8,[5],6,topHalf,topHalf,NotCurrentlyGentrifying,253,TRUE,721,FALSE,75,TRUE,719,FALSE,19,TRUE,2,FALSE,1305,TRUE,NotInDangerOfGentrifying
530330066002,North Capitol Hill,Capitol Hill,BG0066002,1788,65785,497436,45.93,869,26.64,80.31,1218,75.81,7.64,79.8,3.41,0,8.33,553,2011,5303300660,497436,869,70159.5,424378.5,62588.2,392782.6,821,[23],7,[6647],3192.56,HaveGentrified,28063.8,[6],6,topHalf,topHalf,NotCurrentlyGentrifying,476,TRUE,972,TRUE,93,TRUE,923,TRUE,19,FALSE,46,FALSE,1436,FALSE,NotInDangerOfGentrifying
530330067001,South Lake Union,Downtown,BG0067001,1919,66961,348618,44.44,1265,19.02,71.81,1428,69.79,10.78,82.56,2.92,1.46,28.5,544,2011,5303300670,348618,1265,70159.5,424378.5,62588.2,392782.6,853,[22],7,[1422],3192.56,NotEligibleForGentrification,28063.8,[5],6,bottomHalf,bottomHalf,NotCurrentlyGentrifying,365,TRUE,1179,TRUE,154,TRUE,997,TRUE,24,FALSE,155,TRUE,1378,FALSE,NotInDangerOfGentrifying
530330067002,South Lake Union,Downtown,BG0067002,1729,65721,384091,47.58,1092,22.27,78.2,1206,61.65,5.14,78.19,2.75,1.47,17.62,560,2011,5303300670,384091,1092,70159.5,424378.5,62588.2,392782.6,823,[0],7,[6869],3192.56,NotEligibleForGentrification,28063.8,[18],6,bottomHalf,bottomHalf,NotCurrentlyGentrifying,385,TRUE,943,FALSE,62,TRUE,743,FALSE,23,FALSE,99,FALSE,1352,TRUE,NotInDangerOfGentrifying
530330067003,Westlake,Downtown,BG0067003,1217,75980,450000,44.32,1105,22.72,82.42,806,58.99,7.57,75.06,3,1.5,36.41,551,2011,5303300670,450000,1105,70159.5,424378.5,62588.2,392782.6,539,[0],7,[5405],3192.56,NotEligibleForGentrification,28063.8,[7],6,topHalf,topHalf,NotCurrentlyGentrifying,277,TRUE,605,FALSE,61,TRUE,475,FALSE,25,FALSE,201,FALSE,1003,TRUE,NotInDangerOfGentrifying
530330067004,Westlake,Downtown,BG0067004,1695,78333,738636,44.9,940,29.09,79.94,939,51.86,8.52,53.25,2.79,1.4,33.44,552,2011,5303300670,738636,940,70159.5,424378.5,62588.2,392782.6,761,[-4],7,[17045],3192.56,NotEligibleForGentrification,28063.8,[6],6,topHalf,topHalf,NotCurrentlyGentrifying,493,TRUE,500,FALSE,80,TRUE,487,FALSE,23,TRUE,185,FALSE,1355,TRUE,NotInDangerOfGentrifying
530330068001,Queen Anne,Queen Anne,BG0068001,1286,114394,700599,37.45,1416,9.85,85.15,694,32.45,7.06,9.8,6.29,3.81,53.51,547,2011,5303300680,700599,1416,70159.5,424378.5,62588.2,392782.6,482,[0],7,[2557],3192.56,NotEligibleForGentrification,28063.8,[5],6,topHalf,topHalf,NotCurrentlyGentrifying,127,TRUE,68,FALSE,49,FALSE,225,FALSE,55,FALSE,293,FALSE,1095,TRUE,NotInDangerOfGentrifying
530330068002,Lower Queen Anne,Queen Anne,BG0068002,1541,94181,819268,45.44,1104,21.9,84.82,779,52.82,5.01,32.09,6.19,3.58,38.98,558,2011,5303300680,819268,1104,70159.5,424378.5,62588.2,392782.6,700,[-3],7,[-352],3192.56,NotEligibleForGentrification,28063.8,[9],6,topHalf,topHalf,NotCurrentlyGentrifying,337,TRUE,250,FALSE,39,TRUE,411,TRUE,55,FALSE,218,FALSE,1307,TRUE,NotInDangerOfGentrifying
